Date,State,City,Population,EnergySource,WaterConsumption,SGD %,AQI,AQI_Bucket,Waste Type,Disposal Method,Recycling Rate (%),Cost of Waste Management(?/Ton)
11-06-2016,Uttar Pradesh,Ghaziabad,1701632,Wind,136.8,5.38,412,Severe,Plastic,Incineration,56.45,1958.01
11-06-2016,Uttar Pradesh,Ghazipur,164354,Coal,108.19,11.26,406,Severe,Mixed,Incineration,50.53,1449.36
11-06-2016,Uttar Pradesh,Lucknow,3235055,Mixed,105.36,8.83,152,Moderate,Organic,Incineration,54.64,1359.7
11-06-2016,Uttar Pradesh,Meerut,1439990,Wind,165.68,9.42,266,Poor,Biomedical,Composting,44.54,4134.24
12-06-2016,Uttar Pradesh,Noida,673194,Wind,146.75,9.36,110,Moderate,Mixed,Recycling,50.07,1949.08
12-06-2016,Uttar Pradesh,Ghaziabad,1743748,Solar,210.38,17.09,173,Moderate,Plastic,Recycling,47.98,4716.14
12-06-2016,Uttar Pradesh,Ghazipur,83448,Hydro,206.63,20.34,209,Poor,Plastic,Landfill,25.88,1265.67
12-06-2016,Uttar Pradesh,Lucknow,3245137,Coal,232.17,24.34,66,Satisfactory,Organic,Incineration,44.52,2393.52
12-06-2016,Uttar Pradesh,Meerut,1418374,Wind,106.45,7.34,229,Poor,Mixed,Incineration,18.06,4360.09
13-06-2016,Uttar Pradesh,Noida,692550,Hydro,248.42,5.08,201,Poor,Organic,Composting,37.14,2088.03
13-06-2016,Uttar Pradesh,Ghaziabad,1667572,Coal,211.35,7.7,391,Very Poor,Organic,Landfill,31.76,1604.03
13-06-2016,Uttar Pradesh,Ghazipur,143850,Solar,166.31,8.38,385,Very Poor,E-Waste,Composting,52.41,4436.6
13-06-2016,Uttar Pradesh,Lucknow,3190637,Hydro,233.06,23.42,220,Poor,Organic,Incineration,19.88,2394.65
13-06-2016,Uttar Pradesh,Meerut,1432812,Solar,218.83,13.45,175,Moderate,Mixed,Recycling,38.45,3620.37
14-06-2016,Uttar Pradesh,Noida,653079,Coal,213.23,15.14,264,Poor,Organic,Landfill,50.63,1503.76
14-06-2016,Uttar Pradesh,Ghaziabad,1707881,Wind,229.31,8.11,243,Poor,Mixed,Recycling,22.45,3965.81
14-06-2016,Uttar Pradesh,Ghazipur,104757,Hydro,94.23,21.35,432,Severe,E-Waste,Landfill,39.09,2117.42
14-06-2016,Uttar Pradesh,Lucknow,3216127,Hydro,205.18,10.94,299,Poor,E-Waste,Landfill,40.71,3762.34
14-06-2016,Uttar Pradesh,Meerut,1429415,Solar,126.37,21.93,300,Poor,Mixed,Composting,55.33,3949.83
15-06-2016,Uttar Pradesh,Noida,653908,Wind,139.59,5.52,176,Moderate,E-Waste,Composting,57.51,2854.68
15-06-2016,Uttar Pradesh,Ghaziabad,1748877,Coal,145.18,24.28,239,Poor,Organic,Incineration,50.1,4824.5
15-06-2016,Uttar Pradesh,Ghazipur,110256,Mixed,213.09,10.45,231,Poor,Organic,Composting,53.6,3824.47
15-06-2016,Uttar Pradesh,Lucknow,3218424,Mixed,149.72,15.48,437,Severe,E-Waste,Incineration,16.7,1423.6
15-06-2016,Uttar Pradesh,Meerut,1443199,Hydro,230.87,12.66,214,Poor,Biomedical,Recycling,55.44,1620.95
16-06-2016,Uttar Pradesh,Noida,694854,Hydro,185.94,8.89,112,Moderate,Organic,Landfill,21.38,4954.4
16-06-2016,Uttar Pradesh,Ghaziabad,1672842,Solar,196.16,8.36,82,Satisfactory,Plastic,Landfill,32.91,2507.86
16-06-2016,Uttar Pradesh,Ghazipur,74684,Mixed,138.95,19.85,330,Very Poor,Mixed,Landfill,15.67,2599.89
16-06-2016,Uttar Pradesh,Lucknow,3215348,Solar,127.26,17.67,404,Severe,Plastic,Incineration,26.76,2883.44
16-06-2016,Uttar Pradesh,Meerut,1374547,Wind,117.47,15.85,304,Very Poor,E-Waste,Recycling,37.1,1423.39
17-06-2016,Uttar Pradesh,Noida,722926,Hydro,106.42,17.27,436,Severe,Organic,Incineration,15.62,4717.45
17-06-2016,Uttar Pradesh,Ghaziabad,1698343,Coal,119.78,21.92,373,Very Poor,E-Waste,Incineration,36.49,4120.76
17-06-2016,Uttar Pradesh,Ghazipur,108581,Wind,242.75,13.14,420,Severe,Organic,Recycling,31.87,1757.77
17-06-2016,Uttar Pradesh,Lucknow,3154332,Hydro,173.74,14.83,449,Severe,Biomedical,Landfill,23.48,1670.95
17-06-2016,Uttar Pradesh,Meerut,1366977,Coal,180.57,8.32,122,Moderate,E-Waste,Recycling,42.65,2936.64
18-06-2016,Uttar Pradesh,Noida,659514,Mixed,124.57,8.54,79,Satisfactory,Mixed,Recycling,46.92,3211.77
18-06-2016,Uttar Pradesh,Ghaziabad,1715354,Mixed,100.38,21.87,325,Very Poor,Mixed,Incineration,30.95,3979.45
18-06-2016,Uttar Pradesh,Ghazipur,149607,Solar,236.06,22.2,393,Very Poor,Organic,Recycling,54.45,3103.18
18-06-2016,Uttar Pradesh,Lucknow,3237092,Solar,208.73,20.44,46,Good,Organic,Composting,34.34,1401.7
18-06-2016,Uttar Pradesh,Meerut,1426457,Wind,134.8,9.14,319,Very Poor,Biomedical,Landfill,55.65,1714.2
19-06-2016,Uttar Pradesh,Noida,681176,Solar,146.88,5.32,193,Moderate,Biomedical,Composting,51.29,1582.2
19-06-2016,Uttar Pradesh,Ghaziabad,1693777,Wind,112.19,9.66,450,Severe,Organic,Incineration,58.6,1662.39
19-06-2016,Uttar Pradesh,Ghazipur,113970,Wind,101.83,9.47,316,Very Poor,E-Waste,Composting,28.39,4143
19-06-2016,Uttar Pradesh,Lucknow,3151999,Solar,195.73,23.21,259,Poor,Organic,Composting,27.83,2774.27
19-06-2016,Uttar Pradesh,Meerut,1409126,Hydro,183.11,23.88,45,Good,Biomedical,Composting,27.81,1319.26
20-06-2016,Uttar Pradesh,Noida,684863,Solar,126.83,19.92,144,Moderate,E-Waste,Recycling,57.66,2108.1
20-06-2016,Uttar Pradesh,Ghaziabad,1691298,Coal,112.63,10.14,141,Moderate,Organic,Recycling,59.26,3424.03
20-06-2016,Uttar Pradesh,Ghazipur,72003,Solar,80.39,18.54,73,Satisfactory,Plastic,Landfill,20.33,1986.19
20-06-2016,Uttar Pradesh,Lucknow,3199054,Wind,188.92,11.6,88,Satisfactory,Plastic,Incineration,40.22,1770.78
20-06-2016,Uttar Pradesh,Meerut,1358607,Solar,118.48,18.37,433,Severe,Plastic,Composting,21.79,2465.67
21-06-2016,Uttar Pradesh,Noida,713045,Solar,84,13.55,364,Very Poor,Mixed,Recycling,45.77,4836.97
21-06-2016,Uttar Pradesh,Ghaziabad,1712375,Wind,125.06,11.89,72,Satisfactory,Plastic,Landfill,51.61,2766.1
21-06-2016,Uttar Pradesh,Ghazipur,131512,Hydro,143.9,16.15,385,Very Poor,Mixed,Composting,50.46,3288.51
21-06-2016,Uttar Pradesh,Lucknow,3204174,Solar,225.32,9.83,267,Poor,Plastic,Landfill,55.15,4492.89
21-06-2016,Uttar Pradesh,Meerut,1369799,Coal,218.39,24.18,275,Poor,Mixed,Incineration,44.16,4053.27
22-06-2016,Uttar Pradesh,Noida,684003,Wind,107.31,16.13,177,Moderate,Plastic,Landfill,59.79,3787.05
22-06-2016,Uttar Pradesh,Ghaziabad,1726361,Solar,153.46,7.7,442,Severe,Biomedical,Incineration,42.46,2578.21
22-06-2016,Uttar Pradesh,Ghazipur,125159,Coal,105.25,7.02,303,Very Poor,Biomedical,Incineration,55.62,1277.31
22-06-2016,Uttar Pradesh,Lucknow,3170718,Solar,195.46,5.85,263,Poor,Mixed,Incineration,38.69,2686.62
22-06-2016,Uttar Pradesh,Meerut,1405745,Coal,202.99,8.27,327,Very Poor,E-Waste,Landfill,56,2494.75
23-06-2016,Uttar Pradesh,Noida,728933,Solar,186.42,15.43,119,Moderate,Plastic,Landfill,43.96,4819.14
23-06-2016,Uttar Pradesh,Ghaziabad,1655979,Hydro,122.29,20.65,406,Severe,Organic,Composting,34.94,2552.62
23-06-2016,Uttar Pradesh,Ghazipur,92503,Solar,206.99,17.77,350,Very Poor,Plastic,Recycling,59.98,2951.14
23-06-2016,Uttar Pradesh,Lucknow,3246607,Hydro,187.03,19.85,373,Very Poor,Mixed,Recycling,33.87,1506.9
23-06-2016,Uttar Pradesh,Meerut,1386162,Mixed,154.86,10.55,389,Very Poor,Organic,Landfill,56.96,1889.2
24-06-2016,Uttar Pradesh,Noida,666108,Solar,205.59,12.05,374,Very Poor,Biomedical,Composting,45.95,2348.23
24-06-2016,Uttar Pradesh,Ghaziabad,1678050,Solar,152.95,23.01,273,Poor,Biomedical,Composting,39.93,3153.05
24-06-2016,Uttar Pradesh,Ghazipur,109107,Hydro,127.3,16.07,182,Moderate,E-Waste,Recycling,47.37,2473.78
24-06-2016,Uttar Pradesh,Lucknow,3232227,Coal,187.4,23.39,267,Poor,Mixed,Landfill,53.28,3753.47
24-06-2016,Uttar Pradesh,Meerut,1393421,Mixed,158.64,9.72,396,Very Poor,Plastic,Recycling,32.32,2444.89
25-06-2016,Uttar Pradesh,Noida,715739,Coal,143.31,15.23,284,Poor,Mixed,Composting,49.39,3548.54
25-06-2016,Uttar Pradesh,Ghaziabad,1727976,Wind,85.9,22.91,377,Very Poor,Plastic,Incineration,18.21,3987.78
25-06-2016,Uttar Pradesh,Ghazipur,133104,Mixed,206.29,22.94,206,Poor,Plastic,Landfill,31.2,1473.08
25-06-2016,Uttar Pradesh,Lucknow,3248691,Mixed,97.48,24,312,Very Poor,Organic,Landfill,31.24,3296.46
25-06-2016,Uttar Pradesh,Meerut,1369372,Mixed,169.65,19.77,339,Very Poor,Organic,Incineration,52.88,4114.02
26-06-2016,Uttar Pradesh,Noida,745880,Mixed,237.77,19.33,41,Good,Biomedical,Landfill,15.23,4228.09
26-06-2016,Uttar Pradesh,Ghaziabad,1681538,Mixed,173.01,22.91,200,Moderate,Plastic,Incineration,27.26,4400.02
26-06-2016,Uttar Pradesh,Ghazipur,138521,Wind,201.81,8.96,180,Moderate,Biomedical,Composting,32.91,4123.6
26-06-2016,Uttar Pradesh,Lucknow,3243943,Hydro,109.44,23.64,148,Moderate,Mixed,Recycling,39.85,1990.59
26-06-2016,Uttar Pradesh,Meerut,1362358,Wind,152.16,19.86,90,Satisfactory,Biomedical,Recycling,57.05,4514.77
27-06-2016,Uttar Pradesh,Noida,745205,Wind,91.98,11.65,345,Very Poor,Plastic,Recycling,38.21,2888.33
27-06-2016,Uttar Pradesh,Ghaziabad,1668039,Mixed,247.22,7.74,116,Moderate,Organic,Incineration,53.11,2606.48
27-06-2016,Uttar Pradesh,Ghazipur,118340,Hydro,228.35,17.09,233,Poor,Plastic,Composting,16.23,1415.82
27-06-2016,Uttar Pradesh,Lucknow,3207032,Mixed,149.93,14.44,240,Poor,Organic,Incineration,33.1,2281.76
27-06-2016,Uttar Pradesh,Meerut,1437880,Mixed,206.25,8.65,104,Moderate,E-Waste,Landfill,48.41,1270.16
28-06-2016,Uttar Pradesh,Noida,711962,Solar,233.15,18.19,416,Severe,Biomedical,Recycling,41.48,3836.91
28-06-2016,Uttar Pradesh,Ghaziabad,1693638,Hydro,167.93,5.14,193,Moderate,Organic,Landfill,33.47,2326.41
28-06-2016,Uttar Pradesh,Ghazipur,168894,Solar,121.81,17.97,378,Very Poor,E-Waste,Recycling,56.07,4442.54
28-06-2016,Uttar Pradesh,Lucknow,3177341,Coal,192.33,20.4,443,Severe,Biomedical,Composting,39.76,2042.05
28-06-2016,Uttar Pradesh,Meerut,1378467,Coal,85.47,12.19,265,Poor,Plastic,Recycling,31.17,4717.26
29-06-2016,Uttar Pradesh,Noida,731780,Solar,179.17,21.15,389,Very Poor,E-Waste,Landfill,28.53,2334.83
29-06-2016,Uttar Pradesh,Ghaziabad,1739936,Wind,228.42,5.44,303,Very Poor,Plastic,Landfill,37.38,1448.04
29-06-2016,Uttar Pradesh,Ghazipur,142820,Mixed,188.66,17.95,373,Very Poor,E-Waste,Incineration,24.95,1315.18
29-06-2016,Uttar Pradesh,Lucknow,3184351,Coal,128.69,17.91,325,Very Poor,Plastic,Landfill,32.59,3575.65
29-06-2016,Uttar Pradesh,Meerut,1356369,Hydro,110.27,13.09,184,Moderate,Plastic,Composting,53.84,1725.72
30-06-2016,Uttar Pradesh,Noida,746420,Hydro,204.75,23.77,411,Severe,Plastic,Incineration,22.66,1505.66
30-06-2016,Uttar Pradesh,Ghaziabad,1667987,Mixed,105.34,5.87,382,Very Poor,Mixed,Incineration,25.11,2592.81
30-06-2016,Uttar Pradesh,Ghazipur,70323,Hydro,108.66,15.95,407,Severe,E-Waste,Recycling,46.37,1358.4
30-06-2016,Uttar Pradesh,Lucknow,3162045,Mixed,147.43,17.66,247,Poor,Plastic,Incineration,28.74,2983.09
30-06-2016,Uttar Pradesh,Meerut,1424172,Coal,150.34,13.87,315,Very Poor,Biomedical,Recycling,19.5,1716.98
01-07-2016,Uttar Pradesh,Noida,728637,Solar,97.24,20.77,355,Very Poor,Mixed,Landfill,27.88,2379.63
01-07-2016,Uttar Pradesh,Ghaziabad,1717617,Solar,153.24,9.71,241,Poor,Organic,Recycling,43.96,1768
01-07-2016,Uttar Pradesh,Ghazipur,114008,Hydro,198.26,9.87,447,Severe,Plastic,Recycling,49.5,3142.58
01-07-2016,Uttar Pradesh,Lucknow,3184141,Hydro,116.48,12.29,52,Satisfactory,Organic,Composting,44.96,1728.9
01-07-2016,Uttar Pradesh,Meerut,1370806,Wind,129.44,15.37,337,Very Poor,Mixed,Landfill,39.63,2789.67
02-07-2016,Uttar Pradesh,Noida,719351,Wind,97.15,7.85,162,Moderate,Plastic,Composting,36.04,1886.62
02-07-2016,Uttar Pradesh,Ghaziabad,1660369,Mixed,127.13,12.08,286,Poor,E-Waste,Landfill,25.9,3391.99
02-07-2016,Uttar Pradesh,Ghazipur,162080,Hydro,144.56,7.03,376,Very Poor,E-Waste,Incineration,17.58,2319.71
02-07-2016,Uttar Pradesh,Lucknow,3242198,Wind,137.77,17.26,386,Very Poor,Mixed,Composting,46.23,1432
02-07-2016,Uttar Pradesh,Meerut,1393120,Wind,237.62,9.32,49,Good,Organic,Landfill,25.52,2425.78
03-07-2016,Uttar Pradesh,Noida,689829,Hydro,196.91,12.96,185,Moderate,E-Waste,Incineration,26.05,4725.84
03-07-2016,Uttar Pradesh,Ghaziabad,1653438,Wind,145.38,19.18,198,Moderate,Biomedical,Landfill,19.9,4833.43
03-07-2016,Uttar Pradesh,Ghazipur,133721,Mixed,151.7,21.02,71,Satisfactory,Biomedical,Composting,59.45,2050.28
03-07-2016,Uttar Pradesh,Lucknow,3226229,Coal,239.31,15.72,143,Moderate,Biomedical,Recycling,40.55,4135.56
03-07-2016,Uttar Pradesh,Meerut,1393390,Hydro,176.8,10.87,276,Poor,E-Waste,Recycling,29.43,4315.14
04-07-2016,Uttar Pradesh,Noida,737409,Solar,89.59,18.85,361,Very Poor,Mixed,Recycling,41.89,1287.51
04-07-2016,Uttar Pradesh,Ghaziabad,1658661,Wind,234.47,13.26,398,Very Poor,Plastic,Landfill,52.71,2209.18
04-07-2016,Uttar Pradesh,Ghazipur,162158,Solar,148.34,21.94,113,Moderate,Mixed,Composting,49.07,3393.57
04-07-2016,Uttar Pradesh,Lucknow,3184161,Wind,91.63,17.42,302,Very Poor,E-Waste,Landfill,51.05,2945.13
04-07-2016,Uttar Pradesh,Meerut,1432931,Coal,173.32,19.88,87,Satisfactory,Plastic,Incineration,51.34,3600.35
05-07-2016,Uttar Pradesh,Noida,736781,Wind,154.74,23.18,435,Severe,Mixed,Recycling,27.98,3233.63
05-07-2016,Uttar Pradesh,Ghaziabad,1749437,Solar,112.63,22.55,153,Moderate,Organic,Incineration,21.55,1758.62
05-07-2016,Uttar Pradesh,Ghazipur,152486,Wind,107.89,18.44,128,Moderate,Mixed,Composting,25.07,2566.45
05-07-2016,Uttar Pradesh,Lucknow,3235498,Mixed,161.15,12.32,236,Poor,Biomedical,Composting,37.07,3989.59
05-07-2016,Uttar Pradesh,Meerut,1420514,Coal,110.69,18.36,157,Moderate,Mixed,Composting,44.99,1384.17
06-07-2016,Uttar Pradesh,Noida,656263,Solar,236.83,21.86,365,Very Poor,Mixed,Landfill,39.15,3584.86
06-07-2016,Uttar Pradesh,Ghaziabad,1739767,Hydro,92.59,17.98,58,Satisfactory,Mixed,Recycling,39.18,3284.91
06-07-2016,Uttar Pradesh,Ghazipur,120143,Mixed,81.06,13.76,218,Poor,Organic,Incineration,21.96,4580.42
06-07-2016,Uttar Pradesh,Lucknow,3248116,Solar,114.05,24.34,72,Satisfactory,E-Waste,Recycling,23.12,4138.2
06-07-2016,Uttar Pradesh,Meerut,1447774,Mixed,135.9,8.39,450,Severe,Mixed,Composting,47.14,2297.33
07-07-2016,Uttar Pradesh,Noida,694937,Wind,111.24,21.84,100,Satisfactory,E-Waste,Landfill,45.63,1885.42
07-07-2016,Uttar Pradesh,Ghaziabad,1742621,Mixed,137.47,23.24,182,Moderate,Plastic,Incineration,17.1,4536.51
07-07-2016,Uttar Pradesh,Ghazipur,96200,Wind,106.23,20.34,413,Severe,Organic,Landfill,39.59,3884.34
07-07-2016,Uttar Pradesh,Lucknow,3174841,Hydro,134.02,14.66,263,Poor,Biomedical,Incineration,15.75,2521.73
07-07-2016,Uttar Pradesh,Meerut,1409256,Wind,133.35,11.66,419,Severe,Biomedical,Incineration,58.28,3678.08
08-07-2016,Uttar Pradesh,Noida,686439,Coal,119.17,10.92,62,Satisfactory,E-Waste,Landfill,32.03,1467.76
08-07-2016,Uttar Pradesh,Ghaziabad,1674300,Wind,172.86,12.14,301,Very Poor,Biomedical,Landfill,51.17,1510.84
08-07-2016,Uttar Pradesh,Ghazipur,88371,Coal,190.72,18.02,422,Severe,E-Waste,Composting,35.97,2508.78
08-07-2016,Uttar Pradesh,Lucknow,3225017,Mixed,220.74,5.94,244,Poor,Organic,Landfill,28.25,1577.37
08-07-2016,Uttar Pradesh,Meerut,1434594,Hydro,123.39,18.09,65,Satisfactory,Mixed,Landfill,44.55,3886.04
09-07-2016,Uttar Pradesh,Noida,726942,Hydro,135.08,8.53,219,Poor,Mixed,Landfill,32.98,3101.26
09-07-2016,Uttar Pradesh,Ghaziabad,1727444,Coal,173.12,7.54,265,Poor,Organic,Incineration,51.43,2796.28
09-07-2016,Uttar Pradesh,Ghazipur,112348,Wind,202.43,13.76,283,Poor,Mixed,Landfill,32.75,2180.14
09-07-2016,Uttar Pradesh,Lucknow,3178734,Solar,118.62,18.18,151,Moderate,Biomedical,Landfill,45.32,4333.6
09-07-2016,Uttar Pradesh,Meerut,1440763,Hydro,202.36,24.56,85,Satisfactory,Biomedical,Composting,38.62,2525.7
10-07-2016,Uttar Pradesh,Noida,700565,Solar,219.47,16.81,90,Satisfactory,Plastic,Recycling,52.78,3546.03
10-07-2016,Uttar Pradesh,Ghaziabad,1650360,Solar,205.84,18.6,342,Very Poor,E-Waste,Landfill,46.13,2076.72
10-07-2016,Uttar Pradesh,Ghazipur,159080,Coal,198.62,9.88,185,Moderate,Plastic,Composting,30.25,2447.2
10-07-2016,Uttar Pradesh,Lucknow,3214096,Solar,139.23,5.24,138,Moderate,Mixed,Composting,47.88,2419.87
10-07-2016,Uttar Pradesh,Meerut,1358597,Coal,219.85,12.37,205,Poor,Organic,Composting,22.18,4819.92
11-07-2016,Uttar Pradesh,Noida,653067,Mixed,144.39,20.33,309,Very Poor,Plastic,Landfill,16.86,3097.08
11-07-2016,Uttar Pradesh,Ghaziabad,1680212,Coal,120.05,18.69,321,Very Poor,Mixed,Incineration,24.54,1544.24
11-07-2016,Uttar Pradesh,Ghazipur,122298,Mixed,172.04,7.26,209,Poor,Plastic,Landfill,54.15,4791.62
11-07-2016,Uttar Pradesh,Lucknow,3209254,Mixed,82.61,12.74,387,Very Poor,Biomedical,Incineration,23.12,2531.36
11-07-2016,Uttar Pradesh,Meerut,1358567,Hydro,246.1,16.36,219,Poor,E-Waste,Landfill,32.75,2010.03
12-07-2016,Uttar Pradesh,Noida,743521,Coal,173.72,7.93,71,Satisfactory,Plastic,Landfill,34.5,1289.76
12-07-2016,Uttar Pradesh,Ghaziabad,1736887,Mixed,142.7,9.57,85,Satisfactory,Organic,Incineration,29.1,4582.77
12-07-2016,Uttar Pradesh,Ghazipur,119003,Hydro,88.72,19.94,107,Moderate,Plastic,Recycling,34.17,3892.25
12-07-2016,Uttar Pradesh,Lucknow,3221541,Coal,247.96,12.01,212,Poor,E-Waste,Recycling,53.32,2724.34
12-07-2016,Uttar Pradesh,Meerut,1411836,Solar,128.28,19.65,209,Poor,Biomedical,Composting,44.1,1234.31
13-07-2016,Uttar Pradesh,Noida,651526,Hydro,155.23,8.35,349,Very Poor,Mixed,Landfill,35.98,4593.26
13-07-2016,Uttar Pradesh,Ghaziabad,1704807,Wind,193.74,20.38,217,Poor,Mixed,Landfill,20.55,4524.23
13-07-2016,Uttar Pradesh,Ghazipur,156751,Hydro,164.21,6.98,166,Moderate,Organic,Incineration,34.42,1846.34
13-07-2016,Uttar Pradesh,Lucknow,3217482,Hydro,231.93,13.93,431,Severe,Biomedical,Incineration,50.4,2321.95
13-07-2016,Uttar Pradesh,Meerut,1404641,Mixed,128.14,16.6,173,Moderate,Mixed,Composting,44.52,2680.86
14-07-2016,Uttar Pradesh,Noida,712008,Hydro,95.43,22.08,283,Poor,Plastic,Composting,57.65,3469.18
14-07-2016,Uttar Pradesh,Ghaziabad,1735338,Hydro,184.2,6.8,192,Moderate,Plastic,Incineration,54.44,4470.9
14-07-2016,Uttar Pradesh,Ghazipur,71279,Mixed,193.93,20.93,299,Poor,Mixed,Landfill,45.21,3577.94
14-07-2016,Uttar Pradesh,Lucknow,3245883,Coal,240.98,15.31,398,Very Poor,Plastic,Recycling,55.32,3109.97
14-07-2016,Uttar Pradesh,Meerut,1431686,Solar,184.93,7.73,442,Severe,Mixed,Incineration,48.57,3918.49
15-07-2016,Uttar Pradesh,Noida,663255,Mixed,149.31,23.05,430,Severe,Plastic,Composting,47.23,2634.53
15-07-2016,Uttar Pradesh,Ghaziabad,1716142,Hydro,177.61,10.69,369,Very Poor,Mixed,Composting,16.87,4116.51
15-07-2016,Uttar Pradesh,Ghazipur,113950,Wind,82.21,6.12,56,Satisfactory,Mixed,Recycling,29.81,4234.5
15-07-2016,Uttar Pradesh,Lucknow,3188739,Mixed,175.33,19.74,168,Moderate,Organic,Landfill,16.95,4981.71
15-07-2016,Uttar Pradesh,Meerut,1350483,Solar,141.03,24.53,386,Very Poor,E-Waste,Landfill,47.56,2919.51
16-07-2016,Uttar Pradesh,Noida,726458,Mixed,160.84,20.82,124,Moderate,Mixed,Landfill,42.57,1908.86
16-07-2016,Uttar Pradesh,Ghaziabad,1722523,Wind,155.22,15.66,180,Moderate,Plastic,Incineration,26.67,3065.27
16-07-2016,Uttar Pradesh,Ghazipur,163450,Wind,125.97,17.28,57,Satisfactory,E-Waste,Incineration,51.38,3269.66
16-07-2016,Uttar Pradesh,Lucknow,3198036,Hydro,178.52,13.65,288,Poor,Biomedical,Incineration,57.84,1477.64
16-07-2016,Uttar Pradesh,Meerut,1408636,Mixed,162.87,10.78,225,Poor,Plastic,Incineration,30.65,2080.66
17-07-2016,Uttar Pradesh,Noida,700937,Hydro,205.15,16.81,255,Poor,Plastic,Composting,43.96,4031.35
17-07-2016,Uttar Pradesh,Ghaziabad,1665820,Hydro,245.72,12.64,70,Satisfactory,Mixed,Incineration,24.62,3387.05
17-07-2016,Uttar Pradesh,Ghazipur,100244,Mixed,172.04,20.06,313,Very Poor,Plastic,Landfill,27.11,4762.97
17-07-2016,Uttar Pradesh,Lucknow,3203610,Hydro,83.28,7.71,109,Moderate,Biomedical,Landfill,35.36,3678.6
17-07-2016,Uttar Pradesh,Meerut,1362589,Solar,150.51,8.26,447,Severe,Organic,Recycling,32.42,4455.65
18-07-2016,Uttar Pradesh,Noida,728477,Mixed,112.16,17.28,284,Poor,Plastic,Recycling,47.39,1963.86
18-07-2016,Uttar Pradesh,Ghaziabad,1726156,Mixed,117.65,10.53,343,Very Poor,E-Waste,Composting,45.3,2876.7
18-07-2016,Uttar Pradesh,Ghazipur,124696,Wind,207.5,9.64,349,Very Poor,Mixed,Composting,35.14,1627.03
18-07-2016,Uttar Pradesh,Lucknow,3223243,Wind,241.25,9.94,71,Satisfactory,Biomedical,Recycling,57.81,2061.07
18-07-2016,Uttar Pradesh,Meerut,1381066,Wind,207.73,20.44,74,Satisfactory,Plastic,Composting,31.24,1421.5
19-07-2016,Uttar Pradesh,Noida,714571,Mixed,153.07,23.43,372,Very Poor,Biomedical,Incineration,47.18,2568.31
19-07-2016,Uttar Pradesh,Ghaziabad,1725742,Solar,220.14,21.33,179,Moderate,Organic,Composting,52.58,3415.07
19-07-2016,Uttar Pradesh,Ghazipur,160949,Mixed,122.11,23.5,238,Poor,Biomedical,Composting,28.07,2466.67
19-07-2016,Uttar Pradesh,Lucknow,3191333,Mixed,206.69,18.31,110,Moderate,Mixed,Incineration,38,1758.98
19-07-2016,Uttar Pradesh,Meerut,1369097,Mixed,105.63,6.3,219,Poor,Biomedical,Incineration,58.05,2353.37
20-07-2016,Uttar Pradesh,Noida,660855,Hydro,137.8,20.3,430,Severe,Organic,Recycling,36.19,4748.85
20-07-2016,Uttar Pradesh,Ghaziabad,1684335,Wind,242.42,8.74,225,Poor,Biomedical,Incineration,35.21,1414.92
20-07-2016,Uttar Pradesh,Ghazipur,132443,Wind,109.89,15.92,379,Very Poor,Plastic,Composting,45.96,4401.22
20-07-2016,Uttar Pradesh,Lucknow,3178151,Coal,167.84,14.52,345,Very Poor,Plastic,Incineration,27.35,2778.5
20-07-2016,Uttar Pradesh,Meerut,1410747,Coal,231.36,22.81,434,Severe,E-Waste,Recycling,54.7,4159.6
21-07-2016,Uttar Pradesh,Noida,675535,Mixed,159.22,22.72,368,Very Poor,Mixed,Recycling,50.83,1579.55
21-07-2016,Uttar Pradesh,Ghaziabad,1665682,Wind,183.66,8.66,443,Severe,Mixed,Composting,16.98,1886.19
21-07-2016,Uttar Pradesh,Ghazipur,108202,Coal,150.9,23.85,290,Poor,Organic,Incineration,16.33,1885.34
21-07-2016,Uttar Pradesh,Lucknow,3232170,Wind,206.32,10.47,265,Poor,Plastic,Landfill,36.18,3376.05
21-07-2016,Uttar Pradesh,Meerut,1371958,Mixed,81.73,9.4,78,Satisfactory,Biomedical,Landfill,24.93,3707.63
22-07-2016,Uttar Pradesh,Noida,748495,Coal,209.76,21.73,198,Moderate,Mixed,Composting,22.96,2367.71
22-07-2016,Uttar Pradesh,Ghaziabad,1697640,Solar,206.97,16,381,Very Poor,Organic,Incineration,18.96,4658.38
22-07-2016,Uttar Pradesh,Ghazipur,151818,Mixed,240.4,24.18,323,Very Poor,Organic,Recycling,56.83,2062.21
22-07-2016,Uttar Pradesh,Lucknow,3210072,Solar,244.24,6.82,225,Poor,Plastic,Landfill,52.33,1811.44
22-07-2016,Uttar Pradesh,Meerut,1402801,Mixed,163.4,5.17,346,Very Poor,E-Waste,Landfill,34.71,1631.85
23-07-2016,Uttar Pradesh,Noida,714688,Solar,212.44,9.76,124,Moderate,Plastic,Incineration,38.64,1550.59
23-07-2016,Uttar Pradesh,Ghaziabad,1656828,Hydro,129.38,22.93,404,Severe,Mixed,Landfill,59.44,3646.64
23-07-2016,Uttar Pradesh,Ghazipur,142771,Mixed,170.24,5.72,440,Severe,Mixed,Recycling,36.5,3085.62
23-07-2016,Uttar Pradesh,Lucknow,3172238,Wind,84.14,16.27,224,Poor,Organic,Incineration,25.78,4565.92
23-07-2016,Uttar Pradesh,Meerut,1397483,Coal,114.19,19.67,178,Moderate,Organic,Incineration,49.45,2059.56
